 Text, Emotion
Saya merasa kecewa  karena tata usaha kampus tidak memberikan bantuan yang memadai dalam mengurus penggantian KTM yang hilang.,Kecewa
 Saya merasa kesal karena tata usaha kampus tidak memberikan informasi yang akurat tentang syarat dan ketentuan mengikuti ujian akhir semester.,Kesal
Saya merasa kecewa  karena tata usaha kampus tidak selalu memberikan dukungan yang memadai dalam mengurus permohonan perpanjangan masa studi.,Kecewa
 Saya merasa kesal karena tata usaha kampus tidak responsif terhadap permohonan mahasiswa mengenai proses administrasi.,Kesal
Saya merasa kecewa  karena tata usaha kampus tidak memberikan pengarahan yang jelas tentang proses pendaftaran mata kuliah ulang.,Kecewa
 Saya merasa kesal karena tata usaha kampus terkadang tidak memberikan panduan yang jelas tentang prosedur pendaftaran mata kuliah prasyarat.,Kesal
Saya merasa kecewa  karena tata usaha kampus tidak selalu memberikan pelayanan yang ramah saat mahasiswa mengajukan pertanyaan.,Kecewa
 Saya merasa kesal karena tata usaha kampus tidak memberikan informasi yang lengkap tentang persyaratan pengambilan mata kuliah ulang.,Kesal
Saya merasa kecewa  karena tata usaha kampus terkadang tidak memberikan dukungan yang memadai dalam mengurus pendaftaran mata kuliah prasyarat.,Kecewa
 Saya merasa kesal karena tata usaha kampus tidak selalu memberikan informasi yang akurat tentang proses pengambilan mata kuliah ulang.,Kesal
Saya merasa kecewa  karena tata usaha kampus terkadang lambat dalam merespon pertanyaan mahasiswa.,Kecewa
 Saya merasa kesal karena tata usaha kampus tidak memberikan pengarahan yang jelas tentang proses pendaftaran mata kuliah prasyarat.,Kesal
Saya merasa kecewa  karena tata usaha kampus tidak memberikan bantuan yang memadai dalam mengurus perpanjangan peminjaman buku perpustakaan.,Kecewa
 Saya merasa kesal karena tata usaha kampus tidak memberikan informasi yang akurat tentang syarat dan ketentuan mengajukan cuti kuliah.,Kesal
 Saya merasa puas sekali dengan pelayanan nya.,Senang
 Saya merasa biasa saja sekali dengan pelayanannya .,Biasa Saja
Saya merasa sedih sekali dengan pelayanannya tidak cepat.,Sedih
Pelayanan tata usaha kampus STAI Al-Azhary sangat membantu dan responsif! Saya senang dengan itu.,Puas
 Proses perpanjangan masa studi di tata usaha kampus STAI Al-Azhary sangat mudah. Saya merasa puas dengan layanannya.,Senang
 Saya merasa biasa saja denganPelayanan tata usaha kampus STAI Al-Azhary Tidak ada yang istimewa.,Biasa Saja
 Tata usaha kampus STAI Al-Azhary seringkali tidak memberikan informasi yang dibutuhkan mahasiswa Saya merasa kesal dengan itu.,Kesal
Saya merasa kecewa denganPelayanan tata usaha kampus STAI Al-Azhary yang buruk Tidak sesuai harapan.,Kecewa
 Proses pengurusan KTM yang lambat membuat saya merasa sedih Saya berharap bisa lebih efisien.,Sedih
Pelayanan tata usaha kampus STAI Al-Azhary sangat membantu dan ramah Saya senang dengan pelayanannya.,Puas
 Saya merasa puas dengan proses penggantian KTM yang cepat di tata usaha kampus STAI Al-Azhary Terima kasih!.,Senang
 Proses perpanjangan masa studi di tata usaha kampus STAI Al-Azhary biasa saja Tidak ada yang istimewa.,Biasa Saja
 Tata usaha kampus STAI Al-Azhary seringkali lambat dalam menanggapi pertanyaan mahasiswa Saya merasa kesal dengan pelayanannya.,Kesal
Saya merasa kecewa denganPelayanan tata usaha kampus STAI Al-Azhary yang tidak mendukung Harap lebih baik lagi.,Kecewa
 Tata usaha kampus STAI Al-Azhary tidak memberikan solusi yang memadai untuk masalah administrasi saya Saya merasa sedih.,Sedih
 Saya senang denganPelayanan tata usaha kampus STAI Al-Azhary yang ramah dan profesional.,Puas
 Pelayanan tata usaha kampus STAI Al-Azhary sangat membantu.,Senang
 Pelayanan tata usaha kampus STAI Al-Azhary biasa saja.,Biasa Saja
 Tata usaha kampus STAI Al-Azhary terkadang tidak menggubris keluhan mahasiswa Saya merasa kesal dengan itu.,Kesal
Saya merasa kecewa denganPelayanan tata usaha kampus STAI Al-Azhary yang buruk dan tidak responsif.,Kecewa
 Proses pengurusan KTM yang rumit membuat saya merasa sedih Harap dipermudah.,Sedih
Pelayanan tata usaha kampus STAI Al-Azhary sangat membantu dan sopan Saya senang dengan layanannya.,Puas
 Saya merasa puas dengan respons cepat dari tata usaha kampus STAI Al-Azhary terkait pertanyaan saya.,Senang
 Proses pengurusan KTM di tata usaha kampus STAI Al-Azhary biasa saja Tidak ada masalah.,Biasa Saja
 Tata usaha kampus STAI Al-Azhary terkadang tidak menggubris keluhan mahasiswa Saya merasa kesal dengan pelayanannya.,Kesal
Saya merasa kecewa denganPelayanan tata usaha kampus STAI Al-Azhary yang tidak mendukung Harap lebih baik lagi.,Kecewa
 Tata usaha kampus STAI Al-Azhary tidak memberikan solusi yang memadai untuk masalah administrasi saya Saya merasa sedih.,Sedih
Pelayanan tata usaha kampus STAI Al-Azhary sangat membantu dan ramah Saya senang dengan layanannya.,Puas
 Saya merasa puas dengan kemudahan proses perpanjangan masa studi di tata usaha kampus STAI Al-Azhary.,Senang
 Proses pengurusan KTM di tata usaha kampus STAI Al-Azhary biasa saja.,Biasa Saja
 Tata usaha kampus STAI Al-Azhary terkadang lambat dalam menanggapi pertanyaan mahasiswa Saya merasa kesal dengan pelayanannya.,Kesal
Saya merasa kecewa denganPelayanan tata usaha kampus STAI Al-Azhary yang buruk dan tidak responsif.,Kecewa
 Proses pengurusan KTM yang rumit membuat saya merasa sedih Harap dipermudah.,Sedih
Pelayanan tata usaha kampus STAI Al-Azhary sangat membantu dan efisien Saya senang dengan pelayanannya.,Puas
 Saya merasa puas dengan respon cepat dari tata usaha kampus STAI Al-Azhary terkait pertanyaan saya Terima kasih!.,Senang
 Proses perpanjangan masa studi di tata usaha kampus STAI Al-Azhary biasa saja Tidak ada yang istimewa.,Biasa Saja
 Tata usaha kampus STAI Al-Azhary terkadang lambat dalam menanggapi pertanyaan mahasiswa Saya merasa kesal dengan itu.,Kesal
Saya merasa kecewa denganPelayanan tata usaha kampus STAI Al-Azhary yang tidak mendukung Harap lebih baik lagi.,Kecewa
 Tata usaha kampus STAI Al-Azhary tidak memberikan solusi yang memadai untuk masalah administrasi saya Saya merasa sedih.,Sedih
Pelayanan tata usaha kampus STAI Al-Azhary sangat membantu dan ramah. Saya senang dengan pelayanannya.,Puas
 Saya merasa puas dengan kemudahan proses perpanjangan masa studi di tata usaha kampus STAI Al-Azhary. Terima kasih!.,Senang
 Proses pengurusan KTM di tata usaha kampus STAI Al-Azhary biasa saja. Tidak ada masalah.,Biasa Saja
 Tata usaha kampus STAI Al-Azhary terkadang lambat dalam menanggapi pertanyaan mahasiswa. Saya merasa kesal dengan pelayanannya.,Kesal
Saya merasa kecewa dengan Pelayanan tata usaha kampus STAI Al-Azhary yang buruk dan tidak responsif.,Kecewa
 Saya merasa puas dengan kemudahan proses perpanjangan masa studi di tata usaha kampus STAI Al-Azhary Terima kasih!.,Senang
 Proses pengurusan KTM di tata usaha kampus STAI Al-Azhary biasa saja. Tidak ada masalah.,Biasa Saja
 Proses pengurusan KTM yang rumit membuat saya merasa sedih. Harap dipermudah.,Sedih
Pelayanan tata usaha kampus STAI Al-Azhary sangat membantu dan efisien. Saya senang dengan pelayanannya.,Puas
 Saya merasa puas dengan respon cepat dari tata usaha kampus STAI Al-Azhary terkait pertanyaan saya Terima kasih!.,Senang
 Proses perpanjangan masa studi di tata usaha kampus STAI Al-Azhary biasa saja. Tidak ada yang istimewa.,Biasa Saja
 Tata usaha kampus STAI Al-Azhary terkadang lambat dalam menanggapi pertanyaan mahasiswa. Saya merasa kesal dengan itu.,Kesal
Saya merasa kecewa denganPelayanan tata usaha kampus STAI Al-Azhary yang tidak mendukung. Harap lebih baik lagi.,Kecewa
 Tata usaha kampus STAI Al-Azhary tidak memberikan solusi yang memadai untuk masalah administrasi saya. Saya merasa sedih.,Sedih
Pelayanan tata usaha kampus STAI Al-Azhary sangat membantu dan ramah. Saya senang dengan pelayanannya.,Puas
 Saya merasa puas dengan kemudahan proses perpanjangan masa studi di tata usaha kampus STAI Al-Azhary. Terima kasih!.,Senang
 Proses pengurusan KTM di tata usaha kampus STAI Al-Azhary biasa saja Tidak ada masalah.,Biasa Saja
 Tata usaha kampus STAI Al-Azhary terkadang lambat dalam menanggapi pertanyaan mahasiswa Saya merasa kesal dengan pelayanannya.,Kesal
Saya merasa kecewa dengan Pelayanan tata usaha kampus STAI Al-Azhary yang buruk dan tidak responsif.,Kecewa
 Proses pengurusan KTM yang rumit membuat saya merasa sedih Harap dipermudah.,Sedih
Pelayanan tata usaha kampus STAI Al-Azhary sangat membantu dan efisien. Saya senang dengan pelayanannya.,Puas
 Saya merasa puas dengan respon cepat dari tata usaha kampus STAI Al-Azhary terkait pertanyaan saya. Terima kasih!.,Senang
 Proses perpanjangan masa studi di tata usaha kampus STAI Al-Azhary biasa saja. Tidak ada yang istimewa.,Biasa Saja
 Tata usaha kampus STAI Al-Azhary terkadang lambat dalam menanggapi pertanyaan mahasiswa. Saya merasa kesal dengan itu.,Kesal
Saya merasa kecewa denganPelayanan tata usaha kampus STAI Al-Azhary yang tidak mendukung. Harap lebih baik lagi.,Kecewa
 Tata usaha kampus STAI Al-Azhary tidak memberikan solusi yang memadai untuk masalah administrasi saya.  Saya merasa sedih.,Sedih
Pelayanan tata usaha kampus STAI Al-Azhary sangat membantu dan ramah. Saya senang dengan pelayanannya.,Puas
 Saya merasa puas dengan kemudahan proses perpanjangan masa studi di tata usaha kampus STAI Al-Azhary. Terima kasih!.,Senang
 Proses pengurusan KTM di tata usaha kampus STAI Al-Azhary biasa saja. Tidak ada masalah.,Biasa Saja
 Tata usaha kampus STAI Al-Azhary terkadang lambat dalam menanggapi pertanyaan mahasiswa. Saya merasa kesal dengan pelayanannya.,Kesal
Saya merasa kecewa denganPelayanan tata usaha kampus STAI Al-Azhary yang buruk dan tidak responsif.,Kecewa
 Proses pengurusan KTM yang rumit membuat saya merasa sedih. Harap dipermudah.,Sedih
Pelayanan tata usaha kampus STAI Al-Azhary sangat membantu dan efisien. Saya senang dengan pelayanannya.,Puas
 Saya merasa puas dengan respon cepat dari tata usaha kampus STAI Al-Azhary terkait pertanyaan saya. Terima kasih!.,Senang
 Proses perpanjangan masa studi di tata usaha kampus STAI Al-Azhary biasa saja. Tidak ada yang istimewa.,Biasa Saja
 Tata usaha kampus STAI Al-Azhary terkadang lambat dalam menanggapi pertanyaan mahasiswa. Saya merasa kesal dengan itu.,Kesal
Saya merasa kecewa denganPelayanan tata usaha kampus STAI Al-Azhary yang tidak mendukung. Harap lebih baik lagi.,Kecewa
 Tata usaha kampus STAI Al-Azhary tidak memberikan solusi yang memadai untuk masalah administrasi saya. Saya merasa sedih.,Sedih
Saya sangat senang denganPelayanan tata usaha kampus STAI Al-Azhary! :).,Senang
Wah Pelayanan tata usaha di kampus STAI Al-Azhary luar biasa sekali! :D.,Puas
Proses pengurusan KTM di kampus STAI Al-Azhary lumayan cepat.,Biasa Saja
Aduh kesal sekali masa saya harus nunggu berjam-jam.,Kesal
Saya sangat kecewa denganPelayanan tata usaha di kampus STAI Al-Azhary.,Kecewa
Saya merasa sedih karena proses administrasi di kampus STAI Al-Azhary begitu sulit.,Sedih
Akhirnya semua dokumen administrasi saya di kampus STAI Al-Azhary sudah selesai! :).,Puas
Proses perpanjangan masa studi di kampus STAI Al-Azhary berjalan tanpa hambatan.,Biasa Saja
Petugas tata usaha di kampus STAI Al-Azhary tidak responsif.,Kesal
Saya sangat kecewa denganPelayanan tata usaha kampus STAI Al-Azhary yang buruk.,Kecewa
Proses pengurusan KTM di kampus STAI Al-Azhary menyebabkan saya merasa sedih.,Sedih
Senang sekali dengan bantuan petugas tata usaha kampus STAI Al-Azhary! :).,Senang
Pelayanan tata usaha kampus STAI Al-Azhary membuat saya sangat senang! :D.,Puas
Pengurusan KTM di kampus STAI Al-Azhary berjalan dengan biasa saja.,Biasa Saja
Saya merasa kesal karena petugas tata usaha kampus STAI Al-Azhary terlalu lambat.,Kesal
Pelayanan tata usaha di kampus STAI Al-Azhary mengecewakan.,Kecewa
Sangat sedih dengan proses administrasi yang rumit di kampus STAI Al-Azhary.,Sedih
Hore! Pengurusan KTM di kampus STAI Al-Azhary lancar dan cepat! :D.,Puas
Sangat sedih dengan proses administrasi yang rumit di kampus STAI Al-Azhary.,Sedih
Pengurusan KTM di tata usaha kampus STAI Al-Azhary biasa saja.,Biasa Saja
Petugas tata usaha di kampus STAI Al-Azhary membuat saya kesal! >:(.,Kesal
Saya sangat kecewa dengan layanan tata usaha di kampus STAI Al-Azhary.,Kecewa
Saya merasa sedih karena proses administrasi di kampus STAI Al-Azhary sulit.,Sedih
Pelayanan tata usaha kampus STAI Al-Azhary benar-benar memuaskan! :).,Senang
Saya sangat senang denganPelayanan tata usaha kampus STAI Al-Azhary! :D.,Puas
Proses pengurusan KTM di kampus STAI Al-Azhary berjalan lancar tanpa hambatan.,Biasa Saja
Petugas tata usaha di kampus STAI Al-Azhary tidak responsif dan menyebabkan saya kesal.,Kesal
Saya sangat kecewa denganPelayanan tata usaha kampus STAI Al-Azhary yang buruk.,Kecewa
Proses perpanjangan masa studi di kampus STAI Al-Azhary membuat saya merasa sedih.,Sedih
Hore! Proses administrasi di kampus STAI Al-Azhary selesai dengan baik! :D.,Puas
Proses pengurusan KTM di tata usaha kampus STAI Al-Azhary biasa saja.,Biasa Saja
Saya merasa kesal denganPelayanan tata usaha di kampus STAI Al-Azhary yang lambat.,Kesal
Pelayanan tata usaha di kampus STAI Al-Azhary mengecewakan.,Kecewa
Saya merasa sedih karena proses administrasi di kampus STAI Al-Azhary sulit.,Sedih
Saya puas denganPelayanan tata usaha kampus STAI Al-Azhary yang sangat membantu! :).,Senang
Hore! Pengurusan KTM di kampus STAI Al-Azhary lancar dan cepat!.,Puas
Proses pengurusan KTM di kampus STAI Al-Azhary berjalan tanpa hambatan.,Biasa Saja
Petugas tata usaha di kampus STAI Al-Azhary tidak responsif dan membuat saya kesal! >:(.,Kesal
Saya sangat kecewa denganPelayanan tata usaha kampus STAI Al-Azhary yang buruk.,Kecewa
Proses perpanjangan masa studi di kampus STAI Al-Azhary menyebabkan saya merasa sedih.,Sedih
Senang sekali denganPelayanan tata usaha kampus STAI Al-Azhary! :D.,Puas
Pengurusan KTM di tata usaha kampus STAI Al-Azhary berjalan dengan biasa saja.,Biasa Saja
Aduh jelek banget pelanyanan nya.,Kesal
Saya sangat kecewa dengan layanan tata usaha di kampus STAI Al-Azhary.,Kecewa
Sangat sedih dengan proses administrasi yang rumit di kampus STAI Al-Azhary.,Sedih
Saya puas denganPelayanan tata usaha kampus STAI Al-Azhary yang sangat membantu! :).,Senang
Hore! Proses administrasi di kampus STAI Al-Azhary selesai dengan baik! :D.,Puas
Proses pengurusan KTM di kampus STAI Al-Azhary berjalan lancar tanpa hambatan.,Biasa Saja
Petugas tata usaha di kampus STAI Al-Azhary tidak responsif dan membuat saya kesal! >:(.,Kesal
Saya sangat kecewa denganPelayanan tata usaha kampus STAI Al-Azhary yang buruk.,Kecewa
Proses perpanjangan masa studi di kampus STAI Al-Azhary menyebabkan saya merasa sedih.,Sedih
Senang sekali denganPelayanan tata usaha kampus STAI Al-Azhary! :D.,Puas
Pengurusan KTM di tata usaha kampus STAI Al-Azhary berjalan dengan biasa saja.,Biasa Saja
Aduh petugas tata usaha kampus STAI Al-Azhary lambat sekali melayani! >:(.,Kesal
Saya sangat kecewa dengan layanan tata usaha di kampus STAI Al-Azhary.,Kecewa
Sangat sedih dengan proses administrasi yang rumit di kampus STAI Al-Azhary.,Sedih
Saya puas denganPelayanan tata usaha kampus STAI Al-Azhary yang sangat membantu! :).,Senang
Hore! Proses administrasi di kampus STAI Al-Azhary selesai dengan baik! :D.,Puas
Proses pengurusan KTM di kampus STAI Al-Azhary berjalan lancar tanpa hambatan.,Biasa Saja
Petugas tata usaha di kampus STAI Al-Azhary tidak responsif dan membuat saya kesal! >:(.,Kesal
Saya sangat kecewa denganPelayanan tata usaha kampus STAI Al-Azhary yang buruk.,Kecewa
